dc_id,sku_id,category,physical_stock,in_transit_stock,effective_stock,avg_daily_sales,sales_trend_7d,projected_daily_sales,hourly_sales,safety_stock,stock_to_sales_ratio,days_of_cover,day_of_week,is_weekend,hour_of_day,lead_time_hours,projected_48h_sales,expected_stock_at_48h,hours_until_shortage,will_shortage
DC-03,SKU-009,antiviral,89,0,89,48.56,1.17,56.79,2.3664,28,1.567,1.57,1,0,12,48,113.59,-24.59,25.78,1
DC-01,SKU-015,cardiac,338,0,338,55.07,1.08,59.47,2.4779,29,5.684,5.68,6,1,2,36,118.94,219.06,48.0,0
DC-02,SKU-007,antiviral,91,31,122,60.36,0.605,36.51,1.5212,18,3.342,3.34,5,1,19,12,73.02,48.98,48.0,0
DC-05,SKU-002,reefer,84,38,122,52.62,1.21,63.69,2.6536,31,1.916,1.92,0,0,22,24,127.37,-5.37,34.29,1
DC-04,SKU-005,reefer,232,0,232,62.81,1.391,87.38,3.6406,43,2.655,2.66,5,1,9,24,174.75,57.25,48.0,0
DC-01,SKU-011,cardiac,212,6,218,67.46,1.365,92.07,3.8362,46,2.368,2.37,4,0,3,12,184.14,33.86,44.84,1
DC-02,SKU-002,reefer,86,0,86,16.28,1.414,23.01,0.9588,11,3.737,3.74,2,0,16,36,46.02,39.98,48.0,0
DC-02,SKU-011,cardiac,203,92,295,119.1,1.043,124.22,5.1759,62,2.375,2.37,4,0,23,24,248.44,46.56,45.02,1
DC-03,SKU-012,antiviral,124,149,273,88.04,0.94,82.73,3.4472,41,3.3,3.3,0,0,22,36,165.46,107.54,48.0,0
DC-02,SKU-010,reefer,320,0,320,101.31,0.675,68.41,2.8504,34,4.678,4.68,5,1,17,18,136.82,183.18,48.0,0
DC-05,SKU-011,cardiac,152,0,152,45.29,0.761,34.47,1.4363,17,4.409,4.41,0,0,4,36,68.94,83.06,48.0,0
DC-02,SKU-004,reefer,124,31,155,41.3,0.89,36.75,1.5313,18,4.217,4.22,5,1,15,24,73.5,81.5,48.0,1
DC-03,SKU-008,antiviral,143,22,165,117.26,1.496,175.4,7.3082,87,0.941,0.94,4,0,8,12,350.79,-185.79,10.67,1
DC-02,SKU-003,antiviral,392,60,452,103.58,1.261,130.6,5.4416,65,3.461,3.46,0,0,13,18,261.2,190.8,48.0,1
DC-02,SKU-004,reefer,324,5,329,100.56,0.733,73.72,3.0716,36,4.463,4.46,0,0,23,12,147.44,181.56,48.0,0
DC-01,SKU-005,reefer,106,60,166,39.59,0.817,32.33,1.3471,16,5.134,5.13,6,1,17,18,64.66,101.34,48.0,0
DC-02,SKU-006,antibiotic,81,10,91,17.95,0.784,14.07,0.5862,7,6.469,6.47,1,0,8,18,28.14,62.86,48.0,0
DC-04,SKU-003,antiviral,116,43,159,63.75,0.866,55.21,2.3006,27,2.88,2.88,0,0,11,36,110.43,48.57,48.0,0
DC-01,SKU-011,cardiac,104,0,104,105.98,1.397,148.0,6.1667,74,0.703,0.7,2,0,0,24,296.0,-192.0,4.86,1
DC-02,SKU-010,reefer,252,16,268,96.91,1.484,143.8,5.9919,71,1.864,1.86,6,1,2,18,287.61,-19.61,32.88,1
DC-04,SKU-009,antiviral,115,0,115,34.3,1.374,47.12,1.9635,23,2.44,2.44,3,0,19,12,94.25,20.75,46.86,0
DC-02,SKU-012,antiviral,54,0,54,25.5,1.355,34.55,1.4395,17,1.563,1.56,5,1,21,18,69.1,-15.1,25.7,1
DC-02,SKU-010,reefer,101,0,101,46.08,1.379,63.54,2.6473,31,1.59,1.59,5,1,12,36,127.07,-26.07,26.44,1
DC-03,SKU-012,antiviral,49,4,53,33.16,1.462,48.48,2.02,24,1.093,1.09,2,0,4,36,96.96,-43.96,14.36,1
DC-02,SKU-011,cardiac,0,33,33,16.5,1.016,16.76,0.6982,8,1.969,1.97,1,0,7,18,33.51,-0.51,35.81,1
DC-05,SKU-015,cardiac,292,0,292,101.81,0.858,87.32,3.6383,43,3.344,3.34,3,0,9,12,174.64,117.36,48.0,0
DC-02,SKU-007,antiviral,224,14,238,75.56,1.062,80.25,3.3436,40,2.966,2.97,1,0,1,24,160.49,77.51,48.0,0
DC-02,SKU-014,antibiotic,71,192,263,55.6,0.806,44.82,1.8674,22,5.868,5.87,5,1,5,24,89.63,173.37,48.0,0
DC-02,SKU-012,antiviral,30,0,30,31.19,0.828,25.83,1.0764,12,1.161,1.16,0,0,7,36,51.67,-21.67,16.72,1
DC-02,SKU-013,reefer,200,2,202,100.42,1.402,140.75,5.8646,70,1.435,1.44,5,1,15,18,281.5,-79.5,22.51,1
DC-05,SKU-010,reefer,53,13,66,13.27,0.604,8.01,0.3339,4,8.236,8.24,2,0,3,36,16.03,49.97,48.0,0
DC-04,SKU-010,reefer,277,7,284,57.23,1.178,67.39,2.8079,33,4.214,4.21,6,1,15,36,134.78,149.22,48.0,0
DC-04,SKU-005,reefer,176,58,234,61.65,0.768,47.35,1.9728,23,4.942,4.94,5,1,3,18,94.69,139.31,48.0,1
DC-01,SKU-003,antiviral,9,12,21,9.21,1.001,9.21,0.3838,4,2.28,2.28,6,1,4,12,18.42,2.58,44.29,1
DC-04,SKU-008,antiviral,71,29,100,50.96,0.968,49.31,2.0545,24,2.028,2.03,1,0,6,12,98.61,1.39,36.99,0
DC-04,SKU-006,antibiotic,343,114,457,93.79,0.629,59.01,2.4587,29,7.745,7.74,6,1,5,18,118.02,338.98,48.0,0
DC-04,SKU-011,cardiac,212,0,212,60.46,0.749,45.32,1.8882,22,4.678,4.68,2,0,2,36,90.63,121.37,48.0,0
DC-04,SKU-002,reefer,281,304,585,118.97,0.92,109.49,4.5622,54,5.343,5.34,3,0,21,12,218.99,366.01,48.0,0
DC-02,SKU-006,antibiotic,83,0,83,42.7,0.805,34.37,1.432,17,2.415,2.41,0,0,2,24,68.74,14.26,46.09,1
DC-03,SKU-008,antiviral,51,4,55,14.66,0.994,14.57,0.6073,7,3.774,3.77,6,1,15,18,29.15,25.85,48.0,0
DC-02,SKU-009,antiviral,121,0,121,30.83,1.423,43.87,1.8277,21,2.758,2.76,1,0,0,12,87.73,33.27,48.0,0
DC-02,SKU-013,reefer,24,28,52,20.55,0.862,17.72,0.7382,8,2.935,2.93,4,0,3,18,35.44,16.56,48.0,0
DC-05,SKU-008,antiviral,0,13,13,90.94,0.894,81.31,3.3879,40,0.16,0.16,1,0,17,18,162.62,-149.62,0.0,1
DC-02,SKU-011,cardiac,531,50,581,115.95,0.693,80.35,3.3479,40,7.231,7.23,6,1,16,36,160.7,420.3,48.0,0
DC-02,SKU-007,antiviral,325,42,367,78.06,1.454,113.51,4.7295,56,3.233,3.23,0,0,3,12,227.02,139.98,48.0,0
DC-04,SKU-012,antiviral,156,167,323,81.54,0.828,67.5,2.8125,33,4.785,4.79,0,0,3,18,135.0,188.0,48.0,0
DC-02,SKU-008,antiviral,95,0,95,60.48,0.996,60.22,2.5093,30,1.577,1.58,0,0,23,12,120.45,-25.45,25.9,1
DC-01,SKU-008,antiviral,40,0,40,54.73,1.39,76.07,3.1696,38,0.526,0.53,4,0,21,12,152.14,-112.14,0.63,1
DC-01,SKU-004,reefer,4,2,6,6.73,0.846,5.69,0.2372,2,1.054,1.05,5,1,3,24,11.38,-5.38,16.87,1
DC-05,SKU-008,antiviral,82,127,209,103.05,1.222,125.92,5.2467,62,1.66,1.66,4,0,9,24,251.84,-42.84,28.02,1
DC-01,SKU-003,antiviral,18,15,33,10.02,0.965,9.67,0.4031,4,3.411,3.41,2,0,13,18,19.35,13.65,48.0,0
DC-05,SKU-013,reefer,93,20,113,65.38,1.303,85.17,3.5488,42,1.327,1.33,6,1,8,18,170.34,-57.34,20.01,0
DC-04,SKU-008,antiviral,347,0,347,119.48,1.431,170.97,7.1237,85,2.03,2.03,3,0,22,6,341.94,5.06,36.78,1
DC-05,SKU-012,antiviral,311,60,371,91.75,0.652,59.81,2.4922,29,6.203,6.2,2,0,4,18,119.62,251.38,48.0,0
DC-04,SKU-007,antiviral,64,0,64,34.76,1.452,50.46,2.1024,25,1.268,1.27,6,1,3,6,100.92,-36.92,18.55,1
DC-01,SKU-005,reefer,131,11,142,58.89,1.373,80.87,3.3697,40,1.756,1.76,1,0,1,24,161.75,-19.75,30.27,1
DC-04,SKU-004,reefer,8,4,12,6.76,0.63,4.25,0.1772,2,2.821,2.82,0,0,3,6,8.51,3.49,48.0,0
DC-03,SKU-008,antiviral,165,25,190,48.21,1.26,60.77,2.5319,30,3.127,3.13,4,0,7,36,121.53,68.47,48.0,0
DC-04,SKU-012,antiviral,63,37,100,74.56,0.935,69.75,2.9061,34,1.434,1.43,1,0,21,36,139.49,-39.49,22.71,1
DC-05,SKU-008,antiviral,618,0,618,100.19,1.039,104.06,4.3357,52,5.939,5.94,0,0,20,36,208.11,409.89,48.0,0
DC-04,SKU-003,antiviral,190,9,199,77.56,1.283,99.53,4.147,49,1.999,2.0,5,1,2,18,199.06,-0.06,36.17,1
DC-04,SKU-015,cardiac,87,0,87,35.31,1.408,49.7,2.0708,24,1.751,1.75,5,1,13,12,99.4,-12.4,30.42,1
DC-04,SKU-007,antiviral,519,62,581,107.01,1.036,110.87,4.6195,55,5.24,5.24,1,0,0,36,221.74,359.26,48.0,0
DC-05,SKU-007,antiviral,165,64,229,79.95,0.822,65.74,2.7392,32,3.483,3.48,5,1,16,36,131.48,97.52,48.0,0
DC-04,SKU-008,antiviral,240,5,245,90.19,0.985,88.81,3.7006,44,2.759,2.76,6,1,11,24,177.63,67.37,48.0,0
DC-04,SKU-010,reefer,20,0,20,4.69,1.452,6.8,0.2834,3,2.941,2.94,2,0,1,24,13.6,6.4,48.0,0
DC-01,SKU-008,antiviral,248,0,248,59.4,0.737,43.77,1.8239,21,5.666,5.67,6,1,1,24,87.55,160.45,48.0,0
DC-05,SKU-012,antiviral,78,0,78,44.25,1.223,54.11,2.2546,27,1.441,1.44,4,0,23,48,108.22,-30.22,22.62,1
DC-04,SKU-002,reefer,56,64,120,51.62,1.179,60.86,2.5359,30,1.972,1.97,6,1,14,12,121.72,-1.72,35.49,1
DC-04,SKU-012,antiviral,149,0,149,47.18,1.087,51.27,2.1364,25,2.906,2.91,6,1,18,12,102.55,46.45,48.0,0
DC-04,SKU-002,reefer,24,4,28,6.9,1.22,8.42,0.3509,4,3.325,3.33,6,1,12,18,16.84,11.16,48.0,0
DC-04,SKU-004,reefer,119,2,121,45.57,1.306,59.52,2.48,29,2.033,2.03,3,0,1,12,119.04,1.96,37.1,1
DC-05,SKU-005,reefer,0,7,7,13.98,0.711,9.94,0.4143,4,0.704,0.7,0,0,14,24,19.88,-12.88,7.24,1
DC-02,SKU-011,cardiac,150,0,150,91.56,1.302,119.22,4.9673,59,1.258,1.26,2,0,3,12,238.43,-88.43,18.32,1
DC-02,SKU-014,antibiotic,22,1,23,5.0,1.102,5.51,0.2297,2,4.171,4.17,3,0,7,18,11.03,11.97,48.0,0
DC-02,SKU-006,antibiotic,42,62,104,90.61,0.651,59.01,2.4588,29,1.762,1.76,1,0,23,18,118.02,-14.02,30.5,1
DC-05,SKU-015,cardiac,40,27,67,39.65,0.682,27.03,1.1261,13,2.479,2.48,0,0,5,36,54.05,12.95,47.95,1
DC-04,SKU-008,antiviral,44,0,44,24.13,0.852,20.55,0.8562,10,2.141,2.14,2,0,17,6,41.1,2.9,39.71,1
DC-04,SKU-015,cardiac,257,69,326,55.29,1.159,64.08,2.67,32,5.087,5.09,0,0,17,24,128.16,197.84,48.0,0
DC-05,SKU-013,reefer,218,0,218,61.67,0.937,57.75,2.4065,28,3.775,3.77,2,0,13,36,115.51,102.49,48.0,0
DC-01,SKU-007,antiviral,121,0,121,53.37,0.887,47.35,1.9731,23,2.555,2.56,4,0,11,12,94.71,26.29,48.0,0
DC-04,SKU-006,antibiotic,162,57,219,52.73,0.924,48.73,2.0303,24,4.494,4.49,5,1,16,18,97.45,121.55,48.0,0
DC-02,SKU-006,antibiotic,0,215,215,116.92,0.672,78.56,3.2732,39,2.737,2.74,6,1,12,12,157.11,57.89,48.0,0
DC-05,SKU-010,reefer,103,182,285,87.11,0.792,69.01,2.8753,34,4.13,4.13,6,1,19,24,138.01,146.99,48.0,0
DC-02,SKU-011,cardiac,49,1,50,16.53,0.725,11.98,0.4991,5,4.174,4.17,2,0,6,36,23.96,26.04,48.0,0
DC-02,SKU-006,antibiotic,21,0,21,63.87,0.632,40.35,1.6815,20,0.52,0.52,6,1,18,12,80.71,-59.71,0.59,1
DC-04,SKU-012,antiviral,446,129,575,72.91,0.872,63.58,2.649,31,9.044,9.04,1,0,8,24,127.15,447.85,48.0,0
DC-02,SKU-012,antiviral,188,0,188,45.71,0.855,39.09,1.6287,19,4.81,4.81,3,0,12,12,78.18,109.82,48.0,0
DC-02,SKU-010,reefer,292,11,303,99.8,1.486,148.33,6.1806,74,2.043,2.04,5,1,23,18,296.67,6.33,37.05,1
DC-04,SKU-004,reefer,250,107,357,64.29,0.959,61.62,2.5677,30,5.793,5.79,4,0,22,24,123.25,233.75,48.0,1
DC-03,SKU-004,reefer,93,23,116,26.05,0.996,25.93,1.0805,12,4.473,4.47,1,0,6,24,51.87,64.13,48.0,0
DC-05,SKU-007,antiviral,415,101,516,93.31,1.434,133.81,5.5753,66,3.856,3.86,4,0,16,12,267.62,248.38,48.0,0
DC-03,SKU-009,antiviral,139,22,161,59.04,0.953,56.26,2.3442,28,2.862,2.86,4,0,22,24,112.52,48.48,48.0,0
DC-02,SKU-009,antiviral,86,7,93,42.1,0.837,35.23,1.4677,17,2.64,2.64,3,0,8,24,70.45,22.55,48.0,0
DC-03,SKU-012,antiviral,147,22,169,115.35,0.972,112.13,4.6721,56,1.507,1.51,1,0,21,18,224.26,-55.26,24.19,1
DC-04,SKU-008,antiviral,377,94,471,111.9,0.713,79.8,3.3249,39,5.903,5.9,5,1,14,12,159.59,311.41,48.0,0
DC-03,SKU-001,cardiac,278,0,278,66.99,1.388,93.0,3.8752,46,2.989,2.99,2,0,17,18,186.01,91.99,48.0,0
DC-02,SKU-008,antiviral,29,0,29,9.29,1.401,13.02,0.5426,6,2.227,2.23,4,0,15,6,26.05,2.95,42.39,1
DC-01,SKU-013,reefer,265,63,328,76.02,1.103,83.86,3.4941,41,3.911,3.91,2,0,1,36,167.71,160.29,48.0,0
DC-03,SKU-014,antibiotic,51,0,51,18.78,1.068,20.06,0.8358,10,2.542,2.54,1,0,21,36,40.12,10.88,48.0,0
DC-05,SKU-009,antiviral,22,0,22,10.96,0.789,8.64,0.3602,4,2.545,2.55,1,0,20,48,17.29,4.71,48.0,0
DC-03,SKU-014,antibiotic,205,0,205,85.11,1.2,102.17,4.257,51,2.006,2.01,4,0,17,48,204.34,0.66,36.18,1
DC-04,SKU-003,antiviral,33,14,47,9.12,1.475,13.45,0.5606,6,3.494,3.49,2,0,15,18,26.91,20.09,48.0,0
DC-01,SKU-009,antiviral,0,50,50,29.56,0.667,19.71,0.8211,9,2.537,2.54,3,0,11,12,39.41,10.59,48.0,0
DC-04,SKU-006,antibiotic,31,36,67,35.34,1.385,48.96,2.0398,24,1.369,1.37,2,0,11,18,97.91,-30.91,21.08,1
DC-02,SKU-008,antiviral,331,0,331,74.17,1.092,80.97,3.3737,40,4.088,4.09,4,0,2,18,161.94,169.06,48.0,0
DC-02,SKU-014,antibiotic,118,0,118,52.91,1.477,78.15,3.2562,39,1.51,1.51,6,1,20,24,156.3,-38.3,24.26,0
DC-02,SKU-008,antiviral,80,47,127,37.32,1.215,45.35,1.8894,22,2.801,2.8,5,1,21,24,90.69,36.31,48.0,1
DC-01,SKU-003,antiviral,213,0,213,97.3,1.011,98.37,4.0988,49,2.165,2.17,1,0,11,18,196.74,16.26,40.01,1
DC-05,SKU-007,antiviral,44,0,44,57.89,1.18,68.34,2.8477,34,0.644,0.64,1,0,22,36,136.69,-92.69,3.51,1
DC-03,SKU-002,reefer,128,83,211,55.02,1.262,69.44,2.8932,34,3.039,3.04,3,0,8,12,138.87,72.13,48.0,0
DC-04,SKU-012,antiviral,67,32,99,21.65,0.896,19.4,0.8085,9,5.102,5.1,3,0,10,18,38.81,60.19,48.0,0
DC-01,SKU-009,antiviral,9,26,35,21.35,1.454,31.05,1.2938,15,1.127,1.13,4,0,15,24,62.1,-27.1,15.46,1
DC-01,SKU-007,antiviral,235,0,235,91.77,0.983,90.2,3.7583,45,2.605,2.61,2,0,18,24,180.4,54.6,48.0,0
DC-01,SKU-007,antiviral,71,0,71,98.48,1.059,104.26,4.3443,52,0.681,0.68,1,0,14,24,208.52,-137.52,4.37,1
DC-02,SKU-006,antibiotic,82,0,82,112.82,0.847,95.53,3.9805,47,0.858,0.86,1,0,1,6,191.06,-109.06,8.79,1
DC-01,SKU-003,antiviral,119,0,119,57.75,0.708,40.87,1.7031,20,2.911,2.91,0,0,15,36,81.75,37.25,48.0,0
DC-03,SKU-015,cardiac,338,0,338,79.34,1.491,118.28,4.9285,59,2.858,2.86,2,0,0,18,236.57,101.43,48.0,0
DC-04,SKU-002,reefer,0,0,0,34.41,1.224,42.11,1.7547,21,0.0,0.0,1,0,14,18,84.23,-84.23,0.0,1
DC-02,SKU-014,antibiotic,31,1,32,8.7,1.018,8.85,0.3689,4,3.614,3.61,2,0,11,18,17.71,14.29,48.0,0
DC-03,SKU-004,reefer,152,0,152,113.81,1.285,146.22,6.0925,73,1.04,1.04,6,1,0,36,292.44,-140.44,12.97,1
DC-02,SKU-001,cardiac,149,7,156,29.37,0.631,18.52,0.7716,9,8.424,8.42,5,1,11,36,37.03,118.97,48.0,0
DC-03,SKU-004,reefer,43,15,58,17.31,0.998,17.27,0.7197,8,3.358,3.36,0,0,7,36,34.55,23.45,48.0,0
DC-05,SKU-008,antiviral,55,0,55,35.33,0.926,32.73,1.3637,16,1.681,1.68,4,0,15,12,65.46,-10.46,28.6,1
DC-01,SKU-003,antiviral,90,0,90,43.7,1.383,60.44,2.5185,30,1.489,1.49,2,0,18,18,120.89,-30.89,23.82,1
DC-05,SKU-001,cardiac,404,49,453,115.11,1.402,161.35,6.7231,80,2.807,2.81,3,0,20,12,322.71,130.29,48.0,0
DC-01,SKU-006,antibiotic,136,33,169,37.68,1.496,56.37,2.3487,28,2.998,3.0,2,0,5,18,112.74,56.26,48.0,0
DC-02,SKU-006,antibiotic,145,17,162,35.84,0.931,33.37,1.3904,16,4.855,4.85,1,0,20,24,66.74,95.26,48.0,1
DC-04,SKU-014,antibiotic,116,0,116,23.0,0.769,17.68,0.7365,8,6.562,6.56,6,1,14,36,35.35,80.65,48.0,0
DC-02,SKU-012,antiviral,42,0,42,16.69,1.27,21.2,0.8832,10,1.981,1.98,3,0,3,18,42.39,-0.39,36.23,1
DC-02,SKU-015,cardiac,22,9,31,6.62,1.033,6.83,0.2846,3,4.538,4.54,6,1,8,12,13.66,17.34,48.0,0
DC-04,SKU-013,reefer,27,0,27,6.47,1.321,8.54,0.3558,4,3.162,3.16,0,0,19,18,17.08,9.92,48.0,0
DC-04,SKU-013,reefer,92,57,149,69.46,0.712,49.47,2.0614,24,3.012,3.01,5,1,8,12,98.95,50.05,48.0,0
DC-01,SKU-003,antiviral,16,6,22,4.5,0.763,3.43,0.1431,1,6.407,6.41,6,1,19,18,6.87,15.13,48.0,0
DC-05,SKU-001,cardiac,107,0,107,98.42,1.374,135.21,5.6337,67,0.791,0.79,2,0,17,24,270.42,-163.42,7.1,1
DC-02,SKU-014,antibiotic,117,11,128,33.58,0.925,31.06,1.2943,15,4.121,4.12,3,0,16,12,62.13,65.87,48.0,0
DC-05,SKU-001,cardiac,287,120,407,114.93,0.614,70.52,2.9382,35,5.772,5.77,3,0,23,18,141.04,265.96,48.0,1
DC-05,SKU-010,reefer,131,68,199,91.83,0.702,64.47,2.6861,32,3.087,3.09,1,0,18,12,128.93,70.07,48.0,0
DC-03,SKU-005,reefer,18,28,46,80.39,0.922,74.12,3.0882,37,0.621,0.62,3,0,20,36,148.23,-102.23,2.91,1
DC-04,SKU-002,reefer,156,49,205,118.88,0.839,99.76,4.1565,49,2.055,2.06,4,0,13,36,199.51,5.49,37.53,1
DC-02,SKU-008,antiviral,554,0,554,99.17,1.272,126.19,5.2578,63,4.39,4.39,4,0,9,6,252.37,301.63,48.0,0
DC-03,SKU-012,antiviral,148,21,169,58.95,0.99,58.34,2.4309,29,2.897,2.9,2,0,15,6,116.69,52.31,48.0,0
DC-05,SKU-009,antiviral,24,0,24,10.05,1.137,11.43,0.4763,5,2.1,2.1,3,0,18,12,22.86,1.14,39.89,1
DC-01,SKU-014,antibiotic,442,0,442,108.61,1.361,147.82,6.1592,73,2.99,2.99,4,0,5,18,295.64,146.36,48.0,0
DC-02,SKU-007,antiviral,88,0,88,65.97,1.44,94.97,3.9571,47,0.927,0.93,5,1,10,18,189.94,-101.94,10.36,1
DC-05,SKU-005,reefer,45,0,45,51.06,1.062,54.23,2.2596,27,0.83,0.83,1,0,22,48,108.46,-63.46,7.97,1
DC-03,SKU-010,reefer,204,80,284,119.27,0.98,116.84,4.8684,58,2.431,2.43,4,0,11,24,233.69,50.31,46.42,1
DC-05,SKU-007,antiviral,46,0,46,36.52,1.333,48.7,2.0291,24,0.945,0.94,2,0,7,24,97.4,-51.4,10.84,1
DC-02,SKU-015,cardiac,88,20,108,68.93,0.733,50.51,2.1046,25,2.138,2.14,3,0,16,48,101.02,6.98,39.44,1
DC-03,SKU-003,antiviral,204,14,218,65.02,1.065,69.25,2.8854,34,3.148,3.15,6,1,1,18,138.5,79.5,48.0,0
DC-02,SKU-008,antiviral,490,0,490,92.9,0.896,83.26,3.4692,41,5.885,5.89,0,0,6,24,166.52,323.48,48.0,0
DC-03,SKU-003,antiviral,16,7,23,82.56,0.926,76.47,3.1864,38,0.301,0.3,1,0,9,12,152.95,-129.95,0.0,0
DC-02,SKU-004,reefer,45,5,50,17.25,1.347,23.23,0.9677,11,2.153,2.15,2,0,12,18,46.45,3.55,40.3,1
DC-03,SKU-005,reefer,0,0,0,99.43,1.191,118.39,4.9327,59,0.0,0.0,1,0,7,6,236.77,-236.77,0.0,1
DC-05,SKU-007,antiviral,35,0,35,59.99,0.736,44.18,1.8406,22,0.792,0.79,4,0,3,18,88.35,-53.35,7.06,1
DC-03,SKU-014,antibiotic,107,0,107,42.69,1.064,45.43,1.8929,22,2.355,2.36,1,0,4,12,90.86,16.14,44.91,1
DC-03,SKU-014,antibiotic,195,0,195,45.24,1.027,46.48,1.9366,23,4.195,4.2,3,0,3,48,92.96,102.04,48.0,0
DC-03,SKU-015,cardiac,208,45,253,62.99,0.858,54.02,2.2508,27,4.683,4.68,6,1,21,24,108.04,144.96,48.0,0
DC-03,SKU-001,cardiac,70,37,107,27.7,1.02,28.26,1.1775,14,3.786,3.79,4,0,10,18,56.52,50.48,48.0,0
DC-01,SKU-010,reefer,163,16,179,53.61,1.319,70.7,2.946,35,2.532,2.53,1,0,18,18,141.41,37.59,48.0,0
DC-01,SKU-015,cardiac,32,5,37,45.06,0.859,38.69,1.6123,19,0.956,0.96,6,1,6,12,77.39,-40.39,11.16,0
DC-04,SKU-005,reefer,98,7,105,62.41,0.868,54.14,2.2559,27,1.939,1.94,0,0,19,12,108.29,-3.29,34.58,1
DC-04,SKU-001,cardiac,237,11,248,114.95,1.411,162.24,6.7599,81,1.529,1.53,4,0,22,18,324.48,-76.48,24.7,1
DC-01,SKU-015,cardiac,91,190,281,75.75,1.024,77.56,3.2317,38,3.623,3.62,3,0,6,12,155.12,125.88,48.0,0
DC-03,SKU-003,antiviral,335,91,426,117.56,0.925,108.71,4.5296,54,3.919,3.92,0,0,19,24,217.42,208.58,48.0,0
DC-02,SKU-006,antibiotic,149,0,149,74.65,0.744,55.52,2.3135,27,2.683,2.68,3,0,14,12,111.05,37.95,48.0,0
DC-01,SKU-010,reefer,82,17,99,37.31,1.286,48.0,1.9999,23,2.063,2.06,5,1,18,18,95.99,3.01,38.0,1
DC-02,SKU-009,antiviral,378,0,378,76.86,1.233,94.75,3.948,47,3.989,3.99,1,0,23,12,189.5,188.5,48.0,0
DC-04,SKU-008,antiviral,345,28,373,66.22,0.965,63.92,2.6635,31,5.835,5.83,2,0,3,12,127.85,245.15,48.0,0
DC-02,SKU-013,reefer,402,47,449,79.12,1.296,102.51,4.2712,51,4.38,4.38,4,0,14,36,205.02,243.98,48.0,0
DC-02,SKU-008,antiviral,199,0,199,109.33,0.97,106.04,4.4184,53,1.877,1.88,4,0,16,24,212.09,-13.09,33.04,1
DC-05,SKU-007,antiviral,94,0,94,27.49,1.409,38.73,1.6137,19,2.427,2.43,1,0,10,12,77.46,16.54,46.48,1
DC-04,SKU-015,cardiac,304,65,369,96.53,1.03,99.46,4.1441,49,3.71,3.71,1,0,21,6,198.92,170.08,48.0,0
DC-03,SKU-012,antiviral,118,0,118,94.24,1.429,134.69,5.6119,67,0.876,0.88,1,0,4,12,269.37,-151.37,9.09,1
DC-03,SKU-009,antiviral,57,0,57,62.33,1.359,84.7,3.5293,42,0.673,0.67,5,1,5,24,169.41,-112.41,4.25,1
DC-05,SKU-014,antibiotic,103,0,103,39.55,1.183,46.77,1.9488,23,2.202,2.2,4,0,14,24,93.54,9.46,41.05,1
DC-01,SKU-015,cardiac,110,0,110,23.19,1.05,24.36,1.015,12,4.515,4.52,1,0,4,12,48.72,61.28,48.0,0
DC-05,SKU-002,reefer,249,0,249,118.7,1.131,134.19,5.5912,67,1.856,1.86,5,1,14,18,268.38,-19.38,32.55,1
DC-01,SKU-015,cardiac,467,125,592,109.84,1.238,135.95,5.6644,67,4.355,4.35,3,0,13,12,271.89,320.11,48.0,0
DC-04,SKU-003,antiviral,335,0,335,86.59,1.11,96.1,4.0042,48,3.486,3.49,0,0,9,36,192.2,142.8,48.0,0
DC-02,SKU-007,antiviral,111,19,130,24.6,1.146,28.19,1.1745,14,4.612,4.61,1,0,5,12,56.38,73.62,48.0,0
DC-03,SKU-008,antiviral,214,56,270,60.74,1.207,73.31,3.0546,36,3.683,3.68,2,0,1,36,146.62,123.38,48.0,0
DC-02,SKU-012,antiviral,129,107,236,28.01,1.436,40.22,1.6759,20,5.867,5.87,4,0,20,36,80.45,155.55,48.0,0
DC-03,SKU-008,antiviral,20,16,36,6.56,1.355,8.89,0.3704,4,4.049,4.05,5,1,15,12,17.78,18.22,48.0,0
DC-04,SKU-007,antiviral,329,67,396,97.53,1.19,116.06,4.836,58,3.412,3.41,3,0,11,24,232.13,163.87,48.0,0
DC-02,SKU-001,cardiac,115,42,157,87.68,0.803,70.42,2.9342,35,2.229,2.23,4,0,15,36,140.84,16.16,41.58,1
DC-01,SKU-009,antiviral,1,6,7,21.89,1.234,27.02,1.1257,13,0.259,0.26,5,1,9,36,54.03,-47.03,0.0,1
DC-01,SKU-004,reefer,293,0,293,89.86,1.054,94.68,3.945,47,3.095,3.09,3,0,16,18,189.36,103.64,48.0,0
DC-01,SKU-007,antiviral,30,0,30,15.25,1.455,22.18,0.9243,11,1.352,1.35,1,0,22,6,44.37,-14.37,20.56,1
DC-04,SKU-001,cardiac,29,0,29,47.73,0.939,44.84,1.8682,22,0.647,0.65,6,1,0,24,89.67,-60.67,3.75,1
DC-05,SKU-007,antiviral,0,2,2,5.1,0.912,4.65,0.1938,2,0.43,0.43,0,0,6,36,9.3,-7.3,0.0,1
DC-04,SKU-003,antiviral,323,0,323,114.54,1.419,162.56,6.7732,81,1.987,1.99,5,1,21,18,325.11,-2.11,35.73,1
DC-04,SKU-011,cardiac,56,46,102,26.44,1.412,37.34,1.556,18,2.731,2.73,3,0,19,12,74.69,27.31,48.0,0
DC-01,SKU-001,cardiac,135,50,185,117.66,0.726,85.38,3.5573,42,2.167,2.17,2,0,5,18,170.75,14.25,40.2,1
