dc_id,sku_id,category,urgency_score,shortage_probability,hours_until_shortage,requested_quantity,effective_stock,projected_48h_sales,safety_stock
DC-05,SKU-012,antiviral,3.2,0.96909565,46.471813,224,241,198.3984,49
DC-02,SKU-005,reefer,3.2,0.94771636,46.44589,100,130,107.4528,26
DC-04,SKU-007,antiviral,3.1,0.99595344,46.51482,67,52,43.1136,10
DC-04,SKU-008,antiviral,3.1,0.9711128,46.500515,222,167,138.0336,34
DC-01,SKU-002,reefer,3.0,0.9985183,46.539234,60,72,59.692800000000005,14
DC-05,SKU-015,cardiac,3.0,0.9940024,46.570763,219,376,308.2368,77
DC-04,SKU-008,antiviral,3.0,0.98283017,46.566814,20,20,16.7376,4
DC-05,SKU-006,antibiotic,3.0,0.98278195,46.556713,43,71,58.699200000000005,14
DC-05,SKU-007,antiviral,2.9,0.9972447,46.599834,68,86,71.0112,17
DC-04,SKU-001,cardiac,2.9,0.97406447,46.61189,151,170,139.872,34
DC-05,SKU-007,antiviral,2.9,0.9631915,46.60184,57,94,77.4576,19
DC-02,SKU-007,antiviral,2.8,0.97512895,46.674038,45,70,57.623999999999995,14
DC-04,SKU-010,reefer,2.7,0.99215966,46.686035,24,36,29.8176,7
DC-02,SKU-011,cardiac,2.7,0.98390007,46.718426,26,40,33.048,8
DC-03,SKU-004,reefer,2.6,0.9925835,46.740902,16,26,21.5808,5
DC-03,SKU-004,reefer,2.6,0.9892209,46.77027,98,164,134.5536,33
DC-03,SKU-015,cardiac,2.6,0.98472124,46.760757,236,342,280.1616,70
DC-02,SKU-004,reefer,2.6,0.98097014,46.743687,52,74,60.724799999999995,15
DC-04,SKU-006,antibiotic,2.6,0.9676925,46.748043,124,215,176.5632,44
DC-01,SKU-013,reefer,2.6,0.9653638,46.74315,149,214,175.5024,43
DC-02,SKU-014,antibiotic,2.6,0.9130711,46.774292,61,98,80.2368,20
DC-04,SKU-003,antiviral,2.5,0.9634362,46.78524,45,61,50.2368,12
DC-03,SKU-002,reefer,2.4,0.99406767,46.857063,171,130,106.7328,26
DC-03,SKU-010,reefer,2.4,0.98357785,46.84043,219,384,313.9248,78
DC-05,SKU-002,reefer,2.4,0.96669143,46.845123,236,281,228.4656,57
DC-04,SKU-005,reefer,2.4,0.9628893,46.826588,60,94,77.0016,19
DC-02,SKU-001,cardiac,2.4,0.9475487,46.83644,45,55,45.168,11
DC-01,SKU-008,antiviral,2.4,0.8745186,46.851494,36,46,37.7856,9
DC-04,SKU-006,antibiotic,2.3,0.9948397,46.890644,229,322,262.79999999999995,65
DC-01,SKU-013,reefer,2.3,0.99306256,46.88639,245,402,328.6896,82
DC-01,SKU-002,reefer,2.3,0.96919584,46.90256,139,183,149.5104,37
DC-05,SKU-007,antiviral,2.2,0.99240667,46.924393,160,203,165.57119999999998,41
DC-05,SKU-005,reefer,2.2,0.95902973,46.937515,105,82,67.3968,16
DC-04,SKU-006,antibiotic,2.2,0.9562334,46.927494,104,101,82.88159999999999,20
DC-03,SKU-002,reefer,2.1,0.98913515,47.008553,76,114,92.9568,23
DC-05,SKU-014,antibiotic,2.1,0.9891144,46.98099,226,366,297.8928,74
DC-05,SKU-008,antiviral,2.1,0.9834102,46.985237,104,176,143.4624,35
DC-05,SKU-003,antiviral,2.1,0.98098207,46.997868,93,141,115.5024,28
DC-05,SKU-007,antiviral,2.1,0.9277576,46.975277,22,21,17.3808,4
DC-04,SKU-002,reefer,2.1,0.8821973,46.998714,65,89,72.4032,18
DC-02,SKU-004,reefer,2.0,0.9928625,47.025356,137,201,163.8912,40
DC-05,SKU-009,antiviral,2.0,0.99002683,47.060703,85,94,76.464,19
DC-02,SKU-012,antiviral,2.0,0.9885183,47.038593,15,26,21.5616,5
DC-01,SKU-014,antibiotic,2.0,0.9757864,47.04399,109,169,137.72160000000002,34
DC-03,SKU-015,cardiac,1.9,0.9728382,47.07694,67,113,92.4192,23
DC-05,SKU-005,reefer,1.8,0.9974947,47.132175,89,156,127.1472,31
DC-03,SKU-006,antibiotic,1.6,0.9894504,47.22311,93,162,131.98559999999998,32
DC-01,SKU-003,antiviral,1.6,0.94749916,47.231415,26,39,31.8384,7
DC-01,SKU-008,antiviral,1.4,0.9975795,47.33589,19,32,26.3808,6
DC-03,SKU-010,reefer,1.4,0.97724867,47.32071,80,67,54.6672,13
DC-05,SKU-006,antibiotic,1.2,0.946428,47.443874,190,336,271.9632,67
DC-01,SKU-011,cardiac,1.1,0.99199003,47.486053,19,28,23.2032,5
DC-05,SKU-008,antiviral,1.1,0.98793775,47.453793,178,284,229.68959999999998,57
DC-02,SKU-011,cardiac,1.1,0.9569548,47.448925,39,71,57.7056,14
DC-03,SKU-006,antibiotic,1.1,0.871335,47.48569,168,236,191.06400000000002,47
DC-04,SKU-013,reefer,1.0,0.9746494,47.52135,110,141,114.41760000000001,28
DC-04,SKU-015,cardiac,1.0,0.9107286,47.504158,236,351,284.08320000000003,71
DC-04,SKU-005,reefer,0.9,0.9766867,47.55085,158,279,225.21120000000002,56
DC-02,SKU-009,antiviral,0.9,0.97201705,47.56003,153,249,201.19199999999998,50
DC-03,SKU-001,cardiac,0.8,0.9846577,47.621296,169,206,166.3056,41
DC-04,SKU-001,cardiac,0.8,0.9776538,47.636234,148,263,212.016,53
DC-04,SKU-010,reefer,0.8,0.97211075,47.599174,122,220,177.5328,44
DC-01,SKU-004,reefer,0.8,0.97155446,47.63357,236,267,215.5152,53
DC-04,SKU-005,reefer,0.8,0.96879935,47.63017,197,222,179.1504,44
DC-03,SKU-010,reefer,0.8,0.93743354,47.638897,33,56,45.3744,11
DC-01,SKU-013,reefer,0.8,0.89690185,47.610386,10,18,14.635200000000001,3
DC-02,SKU-012,antiviral,0.7,0.9868699,47.673023,218,356,287.2032,71
DC-04,SKU-014,antibiotic,0.7,0.837276,47.6812,23,25,20.1552,5
DC-02,SKU-010,reefer,0.6,0.98345816,47.72022,178,210,169.3152,42
DC-04,SKU-006,antibiotic,0.6,0.56697994,47.73182,127,207,166.9488,41
DC-01,SKU-005,reefer,0.5,0.9965449,47.782173,227,365,292.6752,73
DC-03,SKU-009,antiviral,0.5,0.97200125,47.783215,52,70,56.352,14
DC-02,SKU-013,reefer,0.5,0.94623715,47.77372,17,31,25.123199999999997,6
DC-05,SKU-013,reefer,0.4,0.986284,47.802006,114,150,120.48960000000001,30
DC-03,SKU-006,antibiotic,0.3,0.96656823,47.872513,84,122,98.12639999999999,24
DC-04,SKU-012,antiviral,0.3,0.8915456,47.84896,106,128,102.8064,25
DC-04,SKU-012,antiviral,0.3,0.8314943,47.87788,148,122,98.2128,24
DC-04,SKU-012,antiviral,0.3,0.82337964,47.83606,113,96,77.2848,19
DC-03,SKU-004,reefer,0.3,0.8181509,47.845547,36,48,38.5536,9
DC-02,SKU-010,reefer,0.3,0.7296425,47.868347,42,52,42.0,10
DC-05,SKU-015,cardiac,0.1,0.9584272,47.930477,79,67,54.052800000000005,13
DC-04,SKU-002,reefer,0.1,0.94911355,47.94365,94,155,124.2192,31
DC-01,SKU-010,reefer,0.1,0.87310404,47.96985,149,155,124.09440000000001,31
DC-03,SKU-009,antiviral,0.1,0.8450943,47.961876,190,301,240.9552,60
DC-02,SKU-013,reefer,0.0,0.9293235,48.0,54,456,224.6592,56
DC-02,SKU-011,cardiac,0.0,0.923305,48.0,8,23,11.8368,2
DC-04,SKU-013,reefer,0.0,0.90915346,48.0,0,72,22.492800000000003,5
DC-05,SKU-008,antiviral,0.0,0.90592086,48.0,213,404,313.10880000000003,78
DC-01,SKU-008,antiviral,0.0,0.90222603,47.99952,0,488,204.8448,51
DC-03,SKU-004,reefer,0.0,0.89737856,47.999687,213,367,292.8528,73
DC-03,SKU-007,antiviral,0.0,0.8972398,48.0,151,411,283.1616,70
DC-04,SKU-011,cardiac,0.0,0.8888621,47.99505,229,225,178.3632,44
DC-02,SKU-015,cardiac,0.0,0.8866069,47.999275,0,430,145.1232,36
DC-04,SKU-013,reefer,0.0,0.8821937,47.999813,32,407,164.304,41
DC-05,SKU-003,antiviral,0.0,0.874677,48.0,142,300,205.31040000000002,51
DC-04,SKU-004,reefer,0.0,0.8730983,48.0,0,111,30.806400000000004,7
DC-02,SKU-001,cardiac,0.0,0.86564463,47.999245,1,363,146.8896,36
DC-05,SKU-012,antiviral,0.0,0.85899925,47.994167,0,544,190.368,47
DC-03,SKU-011,cardiac,0.0,0.8586354,47.999996,56,275,115.56,28
DC-05,SKU-013,reefer,0.0,0.85798013,48.0,0,71,21.7056,5
DC-05,SKU-001,cardiac,0.0,0.85767037,48.0,0,407,141.0336,35
DC-03,SKU-011,cardiac,0.0,0.85657275,47.996796,0,510,209.31359999999998,52
DC-02,SKU-005,reefer,0.0,0.84672415,48.0,0,466,150.0384,37
DC-04,SKU-010,reefer,0.0,0.8459224,48.0,157,261,183.2736,45
DC-03,SKU-002,reefer,0.0,0.8431386,48.0,0,90,24.3792,6
DC-05,SKU-005,reefer,0.0,0.84313685,48.0,0,502,218.712,54
DC-04,SKU-003,antiviral,0.0,0.84191924,48.0,0,300,71.2848,17
DC-02,SKU-010,reefer,0.0,0.8392066,48.0,47,400,228.8976,57
DC-04,SKU-012,antiviral,0.0,0.8387688,48.0,87,102,80.56800000000001,20
DC-01,SKU-004,reefer,0.0,0.8347891,47.992477,30,129,80.064,20
DC-02,SKU-003,antiviral,0.0,0.8275882,47.999493,78,151,113.0112,28
DC-02,SKU-006,antibiotic,0.0,0.8275414,48.0,24,34,26.9328,6
DC-05,SKU-010,reefer,0.0,0.82698923,47.996334,106,213,144.624,36
DC-05,SKU-001,cardiac,0.0,0.8253999,47.999084,0,450,148.1328,37
DC-01,SKU-015,cardiac,0.0,0.8253089,47.99964,0,443,105.70080000000002,26
DC-01,SKU-010,reefer,0.0,0.8212295,48.0,7,7,5.424,1
DC-03,SKU-008,antiviral,0.0,0.8187716,47.99897,30,457,206.20800000000003,51
DC-04,SKU-014,antibiotic,0.0,0.816214,48.0,5,19,10.272,2
DC-02,SKU-008,antiviral,0.0,0.8129446,47.9971,60,127,90.6912,22
DC-04,SKU-004,reefer,0.0,0.80970454,48.0,0,357,123.24959999999999,30
DC-05,SKU-015,cardiac,0.0,0.8085902,47.99177,25,130,79.19999999999999,19
DC-04,SKU-003,antiviral,0.0,0.80695635,47.998985,48,195,109.9872,27
DC-01,SKU-006,antibiotic,0.0,0.80670094,47.992596,32,191,106.34879999999998,26
DC-03,SKU-015,cardiac,0.0,0.8060946,48.0,0,414,174.144,43
DC-03,SKU-010,reefer,0.0,0.80486965,47.991135,16,35,20.5152,5
DC-05,SKU-008,antiviral,0.0,0.80478275,47.999058,0,275,139.7424,34
DC-04,SKU-004,reefer,0.0,0.8035901,48.0,153,351,256.7424,64
DC-03,SKU-001,cardiac,0.0,0.8030168,48.0,18,109,45.408,11
DC-02,SKU-004,reefer,0.0,0.8013236,47.99978,0,379,105.72479999999999,26
DC-04,SKU-003,antiviral,0.0,0.80090153,47.99929,0,145,38.217600000000004,9
DC-05,SKU-002,reefer,0.0,0.799228,48.0,114,403,245.86560000000003,61
DC-05,SKU-009,antiviral,0.0,0.7973869,47.987583,62,121,92.4096,23
DC-05,SKU-004,reefer,0.0,0.7940417,48.0,4,65,29.592000000000002,7
DC-04,SKU-015,cardiac,0.0,0.7924009,48.0,0,191,43.44,10
DC-02,SKU-006,antibiotic,0.0,0.7922328,48.0,0,162,66.73920000000001,16
DC-02,SKU-001,cardiac,0.0,0.78893214,48.0,39,41,30.2928,7
DC-03,SKU-010,reefer,0.0,0.78785807,48.0,0,325,102.25919999999999,25
DC-03,SKU-007,antiviral,0.0,0.7788211,48.0,0,226,56.1648,14
DC-03,SKU-004,reefer,0.0,0.7776227,47.995216,8,28,16.896,4
DC-04,SKU-011,cardiac,0.0,0.7773434,48.0,0,69,27.129600000000003,6
DC-05,SKU-013,reefer,0.0,0.7756014,47.99883,27,210,109.5024,27
DC-02,SKU-015,cardiac,0.0,0.7751051,47.999046,41,172,98.31360000000001,24
DC-04,SKU-003,antiviral,0.0,0.7748421,47.999454,0,367,122.60159999999999,30
DC-01,SKU-008,antiviral,0.0,0.77477586,47.986427,1,19,10.0656,2
DC-01,SKU-003,antiviral,0.0,0.77244097,47.99925,0,497,183.912,45
DC-03,SKU-012,antiviral,0.0,0.77126575,47.998642,26,146,79.6416,19
DC-05,SKU-006,antibiotic,0.0,0.7686321,47.999596,0,301,96.2016,24
DC-02,SKU-007,antiviral,0.0,0.76496416,47.97953,13,52,28.2624,7
DC-02,SKU-012,antiviral,0.0,0.7645578,47.993988,5,16,7.896000000000001,1
DC-01,SKU-002,reefer,0.0,0.7641996,48.0,107,123,89.4624,22
DC-01,SKU-010,reefer,0.0,0.76394063,48.0,170,262,172.0848,43
DC-04,SKU-003,antiviral,0.0,0.7638183,48.0,6,103,48.772800000000004,12
DC-05,SKU-011,cardiac,0.0,0.76169,48.0,0,205,66.48,16
DC-04,SKU-008,antiviral,0.0,0.7605087,48.0,16,25,20.308799999999998,5
DC-05,SKU-013,reefer,0.0,0.7557788,47.997795,10,353,156.3552,39
DC-02,SKU-010,reefer,0.0,0.7541546,47.996506,190,315,240.59520000000003,60
DC-02,SKU-014,antibiotic,0.0,0.75303257,48.0,163,360,258.4656,64
DC-02,SKU-013,reefer,0.0,0.750321,48.0,15,31,23.9088,5
DC-05,SKU-011,cardiac,0.0,0.7471899,47.999474,19,310,117.7152,29
DC-02,SKU-005,reefer,0.0,0.74552196,47.996643,31,492,264.6096,66
DC-03,SKU-011,cardiac,0.0,0.7390354,48.0,41,71,48.7488,12
DC-02,SKU-004,reefer,0.0,0.7369938,47.997375,19,155,73.50240000000001,18
DC-04,SKU-002,reefer,0.0,0.73467743,47.99888,0,115,29.232,7
DC-03,SKU-010,reefer,0.0,0.73262954,48.0,7,214,99.47999999999999,24
DC-05,SKU-007,antiviral,0.0,0.73002523,48.0,26,293,137.4624,34
DC-03,SKU-013,reefer,0.0,0.7283151,48.0,83,230,161.9664,40
DC-02,SKU-008,antiviral,0.0,0.72461987,47.999718,30,293,149.1024,37
DC-04,SKU-006,antibiotic,0.0,0.72174436,47.999447,2,102,36.7584,9
DC-02,SKU-001,cardiac,0.0,0.71916616,48.0,0,393,200.3904,50
DC-02,SKU-003,antiviral,0.0,0.708404,48.0,0,157,47.4624,11
DC-03,SKU-002,reefer,0.0,0.7037616,47.999794,77,219,125.1792,31
DC-05,SKU-013,reefer,0.0,0.7014289,47.998817,0,81,25.632,6
DC-01,SKU-001,cardiac,0.0,0.70122397,47.995472,77,255,166.9392,41
DC-01,SKU-012,antiviral,0.0,0.7006029,48.0,0,444,170.808,42
DC-02,SKU-015,cardiac,0.0,0.6975223,47.991234,69,216,136.0752,34
DC-03,SKU-013,reefer,0.0,0.694388,48.0,0,170,57.168000000000006,14
DC-03,SKU-001,cardiac,0.0,0.69052345,47.99958,0,248,100.3152,25
DC-03,SKU-005,reefer,0.0,0.6882612,48.0,9,98,47.928000000000004,11
DC-03,SKU-007,antiviral,0.0,0.67989993,47.993908,26,54,31.958399999999997,7
DC-05,SKU-007,antiviral,0.0,0.67451966,48.0,144,268,185.72160000000002,46
DC-04,SKU-001,cardiac,0.0,0.667472,48.0,13,140,60.2832,15
DC-01,SKU-002,reefer,0.0,0.63791645,47.995197,52,77,52.272,13
DC-03,SKU-009,antiviral,0.0,0.63226914,47.98393,175,154,123.4272,30
DC-02,SKU-008,antiviral,0.0,0.6118957,47.99157,11,38,21.7008,5
DC-01,SKU-003,antiviral,0.0,0.5306067,48.0,7,11,8.8512,2
DC-05,SKU-001,cardiac,0.0,0.52271074,47.9987,0,487,202.30079999999998,50
